97;vehicle.car; (-9.336627622348319, 1.4776176553391378, 32.699699784434614) ;(1.909, 4.343, 1.436); (0.48669758952092423, 0.5033365568837493, 0.48659199486386756, -0.5224997582710798);14;4
97;vehicle.car; (-8.56587168225787, 1.2550390756934424, 18.072488648225804) ;(1.956, 5.133, 1.589); (0.4825743243985382, 0.49949510679505515, 0.4905345015888101, -0.5263103290551204);12;4
97;vehicle.bicycle; (-16.43519211593142, 1.9935457998761725, 35.04271345572817) ;(0.634, 2.092, 1.814); (0.4866967320191352, 0.5033357583120088, 0.48659282091463396, -0.5225005570147356);16;4
97;vehicle.car; (1.3703139053256956, 0.8779289833613251, 62.64175507040703) ;(2.021, 4.977, 1.697); (0.5225379818006293, 0.4866315253256672, -0.5032983384836477, 0.4866565509828672);18;4
98;vehicle.car; (-1.69379724505417, 0.918546731702046, 75.31141913195144) ;(2.276, 5.223, 2.129); (0.5139597984020887, 0.47815601494565146, -0.5106949125030036, 0.49638982397036213);17;4
98;vehicle.truck; (23.592650247233088, -1.9602970413623195, 97.25554816697199) ;(3.1, 7.754, 3.312); (0.030747280962861556, -0.005063362868001797, -0.6995833264462665, 0.7138712323859491);15;2
98;vehicle.car; (-9.086552762729148, 1.425357739474846, 46.866387654335476) ;(1.944, 5.363, 1.968); (0.49643018874941924, 0.5107324652152325, 0.47811590358440054, -0.5139208104494883);13;3
98;vehicle.car; (-9.330493010631985, 1.4892959987626633, 30.65691011424515) ;(1.909, 4.343, 1.436); (0.48738542516661654, 0.5023104051135081, 0.4869565947801302, -0.5225064392426176);14;4
98;vehicle.car; (-8.621254892827535, 1.2426269604695288, 16.012295023681595) ;(1.956, 5.133, 1.589); (0.483262086252601, 0.49846612003087776, 0.49089102198606055, -0.5263224180154464);12;4
98;vehicle.bicycle; (-16.466865729150555, 2.026741067828408, 33.60080088773594) ;(0.634, 2.092, 1.814); (0.48829602690378254, 0.5031589789701989, 0.48607973642893565, -0.5216555586062736);16;4
98;vehicle.car; (1.4038754123399932, 0.9486575742836396, 61.800844183238596) ;(2.021, 4.977, 1.697); (0.5225447167946344, 0.48699604464702995, -0.5022721580809597, 0.4873443861017158);18;4
99;vehicle.car; (-1.7618611606816992, 0.9355411176575815, 74.8944158162829) ;(2.276, 5.223, 2.129); (0.5135714672043002, 0.4781678856730092, -0.5105285363720092, 0.4969511391821939);17;4
99;vehicle.truck; (23.326938645165562, -1.8951331377846568, 96.86497948234292) ;(3.1, 7.754, 3.312); (0.030079138434189523, -0.004940167480395219, -0.6994708772239253, 0.7140107366783182);15;2
99;vehicle.car; (-9.134058120002626, 1.4283552508717476, 45.87664333321183) ;(1.944, 5.363, 1.968); (0.4969914734600574, 0.5105660900170761, 0.4781277873788731, -0.5135324351673018);13;3
99;vehicle.car; (-9.36689422556772, 1.4829071186356677, 29.629324562130694) ;(1.909, 4.343, 1.436); (0.48795340247414953, 0.502143847854289, 0.486965573117064, -0.5221279188807647);14;4
99;vehicle.car; (-8.671779081744647, 1.2286090274327741, 14.976754743114887) ;(1.956, 5.133, 1.589); (0.48383302216794466, 0.4982994973267819, 0.49089869046781776, -0.5259483751478762);12;4
99;vehicle.bicycle; (-16.525593260407526, 2.0299765942249213, 32.86570846620347) ;(0.634, 2.092, 1.814); (0.4893181844308629, 0.5034165583776627, 0.48564975248663644, -0.5208491154318513);16;4
99;vehicle.car; (1.3459185730277936, 0.9643747873306238, 61.38615938748227) ;(2.021, 4.977, 1.697); (0.5221662410427845, 0.48700500990255885, -0.5021056001170973, 0.48791239313641804);18;4
100;vehicle.car; (-1.8290839131393193, 0.8987138740097242, 74.05180168714774) ;(2.276, 5.223, 2.129); (0.512702419056163, 0.4787359593846495, -0.510107537903871, 0.49773327240568177);17;4
100;vehicle.truck; (22.884213401355645, -1.8473787641568402, 96.05048064100416) ;(3.1, 7.754, 3.312); (0.02891038452289968, -0.0042383500920946116, -0.699556899346141, 0.713979250841681);15;2
100;vehicle.car; (-9.1838071834316, 1.386912872685429, 43.89538073617005) ;(1.944, 5.363, 1.968); (0.49777353842624783, 0.5101451361666435, 0.4786958941539053, -0.5126633255932422);13;3
100;vehicle.car; (-9.408342959508182, 1.4373539833506936, 27.57264298914359) ;(1.909, 4.343, 1.436); (0.48875051638158257, 0.5017130432868291, 0.48752624670899347, -0.5212725905919534);14;4
100;vehicle.car; (-8.75397439551084, 1.181190915141759, 12.903277260384202) ;(1.956, 5.133, 1.589); (0.4846368365633705, 0.49786429770842056, 0.4914559594730653, -0.5250993407076026);12;4
100;vehicle.bicycle; (-16.61002511851361, 1.9979351348157472, 31.400624910708135) ;(0.634, 2.092, 1.814); (0.4910201214446746, 0.5038352932795835, 0.48533268618563724, -0.5191352630116424);16;4
100;vehicle.car; (1.2872265734975237, 0.9384622404129309, 60.54553843566915) ;(2.021, 4.977, 1.697); (0.5213109753617939, 0.487565649657446, -0.5016747515157631, 0.4887095742187225);18;4
101;vehicle.car; (-1.86416145821749, 0.8626399385138829, 73.22306955606848) ;(2.276, 5.223, 2.129); (0.5118454212742518, 0.4794929408789788, -0.5094912636344495, 0.4985172380650276);17;4
101;vehicle.truck; (22.352157502897384, -1.7839583287283554, 95.24420310058382) ;(3.1, 7.754, 3.312); (0.027749105232617866, -0.0032650788053171786, -0.6996314510747748, 0.7139573930468042);15;2
101;vehicle.car; (-9.212459584760412, 1.346872712746582, 41.528495899623884) ;(1.944, 5.363, 1.968); (0.4985574367747241, 0.509528921352313, 0.47945292404796985, -0.5118062662414524);13;3
101;vehicle.car; (-9.435794970731092, 1.3905462864769338, 25.10371109359573) ;(1.909, 4.343, 1.436); (0.4895492530866919, 0.5010837103316031, 0.4882724068723461, -0.5204293426870372);14;4
101;vehicle.car; (-8.845896466459404, 1.1298911676462706, 10.411143562232004) ;(1.956, 5.133, 1.589); (0.4854421787227544, 0.4972291174272164, 0.4921971483614583, -0.5242623990372616);12;4
101;vehicle.bicycle; (-16.693891540808274, 1.9732456347138252, 29.7376512797651) ;(0.634, 2.092, 1.814); (0.4930397216827787, 0.5043575597637572, 0.4848899668808873, -0.5171237808981209);16;4
101;vehicle.car; (1.2552452763562814, 0.9142801285096823, 59.71756131257508) ;(2.021, 4.977, 1.697); (0.5204677901921156, 0.48831176039080026, -0.5010453599591933, 0.48950837714990697);18;4
102;vehicle.car; (-1.8461868977129703, 0.8530403010204327, 72.80612784867282) ;(2.276, 5.223, 2.129); (0.5116058069298359, 0.47986999891375104, -0.5091284919521959, 0.49877095057818943);17;4
102;vehicle.truck; (22.328703916704406, -1.7618409874546657, 94.82087578944802) ;(3.1, 7.754, 3.312); (0.02743542702973706, -0.0027077662200986063, -0.6996282621343264, 0.7139749716682617);15;4
102;vehicle.car; (-9.212902896489199, 1.3258975727183275, 40.958608122217626) ;(1.944, 5.363, 1.968); (0.4983972638918867, 0.5087779746998469, 0.48024161589279474, -0.5119698527941662);13;4
102;vehicle.car; (-9.436685634139948, 1.3722417412892935, 24.501551503405324) ;(1.909, 4.343, 1.436); (0.4897817450716889, 0.50069063438553, 0.4886675002633346, -0.5202180360382848);14;4
102;vehicle.car; (-8.854567508125216, 1.1112002481137866, 9.811338447384623) ;(1.956, 5.133, 1.589); (0.4856763249466258, 0.4968329471594177, 0.4925891389300903, -0.5240529269180152);12;4
102;vehicle.bicycle; (-16.693694389379317, 1.9426131036429575, 29.241389715257547) ;(0.634, 2.092, 1.814); (0.4932271314622756, 0.503926166312253, 0.485330254652269, -0.5169525699853849);16;1
102;vehicle.car; (1.2690372878030955, 0.9087949928677884, 59.302200036356616) ;(2.021, 4.977, 1.697); (0.5202565018038936, 0.48870682290845613, -0.5006522529837686, 0.489740885730173);18;4
103;vehicle.car; (-1.941651271277703, 0.8384759428396176, 71.97379414491091) ;(2.276, 5.223, 2.129); (0.5109793402591457, 0.4796914619788757, -0.5093414675928899, 0.49936708394047924);17;4
103;vehicle.truck; (21.85286629836644, -1.7442508729189354, 94.02627889475711) ;(3.1, 7.754, 3.312); (0.026810339875049605, -0.002749007125537828, -0.699660683663827, 0.7139667894031723);15;4
103;vehicle.car; (-9.322798384602068, 1.2908145902524166, 39.04742601472519) ;(1.944, 5.363, 1.968); (0.49613661698330774, 0.5063080005681609, 0.48289215966484816, -0.5141165509719056);13;4
103;vehicle.car; (-9.493327220875624, 1.3582266345932323, 22.36728440872774) ;(1.909, 4.343, 1.436); (0.4902142393814865, 0.5007426681612323, 0.4886608328768329, -0.5197666497597936);14;4
103;vehicle.bicycle; (-16.754902423450982, 1.8987467281191421, 27.812178178152795) ;(0.634, 2.092, 1.814); (0.4933559848615412, 0.5036956611144111, 0.48561642299208374, -0.5167854902144488);16;1
103;vehicle.car; (1.1910086024628994, 0.8995293689621997, 58.49135453015942) ;(2.021, 4.977, 1.697); (0.5198051494948198, 0.48870015960869834, -0.5007042872829658, 0.49017341549043364);18;4
104;vehicle.car; (-1.9491638447618427, 0.8112500015362524, 71.15067889588826) ;(2.276, 5.223, 2.129); (0.5109119375789397, 0.47953686405149337, -0.5096100726513676, 0.4993104864783648);17;4
104;vehicle.truck; (21.487344833641103, -1.7739278672145709, 93.21243120653693) ;(3.1, 7.754, 3.312); (0.027040073991321745, -0.0028111433165554645, -0.6997500465204174, 0.7138702993306777);15;4
104;vehicle.car; (-9.38168792905296, 1.2595226837800702, 37.15411941580665) ;(1.944, 5.363, 1.968); (0.49320797844032055, 0.5038794308236129, 0.4855548880661634, -0.516805437152842);13;4
104;vehicle.car; (-9.518123795679719, 1.3517862354271841, 20.251146583872607) ;(1.909, 4.343, 1.436); (0.4899843522195185, 0.5008499499281784, 0.4886791972132776, -0.5198627746318699);14;4
104;vehicle.bicycle; (-16.777744046400873, 1.8702032868688772, 26.409642726858333) ;(0.634, 2.092, 1.814); (0.4928258281142685, 0.5035203775649414, 0.48592721626693386, -0.5171698686228859);16;1
104;vehicle.car; (1.1853146595689206, 0.876485544805218, 57.6861082273117) ;(2.021, 4.977, 1.697); (0.5199012563113034, 0.4887185323709772, -0.5008115676072494, 0.4899435207795447);18;4
105;vehicle.car; (-1.9925894763534202, 0.7842543438326122, 70.74326321939137) ;(2.276, 5.223, 2.129); (0.5105317893862037, 0.4795379968875343, -0.5097651726328452, 0.499539858607718);17;4
105;vehicle.truck; (21.25465544836011, -1.7902392602890915, 92.82190284375007) ;(3.1, 7.754, 3.312); (0.0267262265531667, -0.002799587446068341, -0.6998638324691704, 0.7137706124000389);15;4
105;vehicle.car; (-9.432527666867577, 1.2316217091373094, 36.207643986484726) ;(1.944, 5.363, 1.968); (0.49200088708744333, 0.502679524458371, 0.4869604885189446, -0.5178010287908538);13;4
105;vehicle.car; (-9.542776433103107, 1.339167889066126, 19.193209553006227) ;(1.909, 4.343, 1.436); (0.4901333597578899, 0.5009229690199748, 0.48876722557523894, -0.5195691176004793);14;4
105;vehicle.bicycle; (-16.8051805395045, 1.840423530672633, 25.70464415391592) ;(0.634, 2.092, 1.814); (0.49282281897648383, 0.5034524511426772, 0.48616134269060646, -0.5170188075957871);16;1
105;vehicle.car; (1.1500647670516644, 0.855971775692425, 57.289344085322824) ;(2.021, 4.977, 1.697); (0.5196076109838436, 0.48880656646757326, -0.5008845797850888, 0.4900925513812268);18;4
106;vehicle.car; (-2.0504794924569807, 0.6670364458785167, 69.94853964554142) ;(2.276, 5.223, 2.129); (0.5095812780596644, 0.4799267769060236, -0.5101389819038012, 0.4997553691575783);17;4
106;vehicle.truck; (20.826868021451677, -1.899937716679867, 92.04996396009636) ;(3.1, 7.754, 3.312); (0.02612767241519187, -0.0025395609851419643, -0.7004034856275729, 0.7132642236120588);15;4
106;vehicle.car; (-9.516829733058591, 1.1430821860072522, 34.33785826739556) ;(1.944, 5.363, 1.968); (0.48934224797663767, 0.500323760652624, 0.49015061621471706, -0.5195889455097359);13;4
106;vehicle.car; (-9.58071401155084, 1.2967433684873908, 17.100733609059034) ;(1.909, 4.343, 1.436); (0.49019205783217373, 0.5011253710170805, 0.4893310276001761, -0.5187872920465644);14;4
106;vehicle.bicycle; (-16.847080642414188, 1.7546188841702772, 24.321048051056515) ;(0.634, 2.092, 1.814); (0.4925769789442402, 0.5033744670862369, 0.4870170817691082, -0.5165234048568508);16;1
106;vehicle.car; (1.1036168466604135, 0.7645107463075134, 56.51488556830128) ;(2.021, 4.977, 1.697); (0.5188257900424763, 0.489370384387388, -0.5010869375006609, 0.49015131085976793);18;4
107;vehicle.car; (-2.0712825863450837, 0.5742898906122714, 69.17125478176821) ;(2.276, 5.223, 2.129); (0.5092454530279151, 0.47983375128721123, -0.5108490349871943, 0.49946161328843747);17;4
107;vehicle.truck; (20.314750772958366, -2.0206699285508236, 91.28907727796087) ;(3.1, 7.754, 3.312); (0.026409940644313235, -0.0027769569179970643, -0.7008562291454505, 0.712808073476626);15;4
107;vehicle.car; (-9.596706036628103, 1.084427972132631, 32.11003797724721) ;(1.944, 5.363, 1.968); (0.48512409124064293, 0.49732405958213566, 0.49383797462573625, -0.5229220311635718);13;4
107;vehicle.car; (-9.609498039945844, 1.2887285334520244, 14.571504240206972) ;(1.909, 4.343, 1.436); (0.48966891686958236, 0.5016146176218494, 0.48947925472872766, -0.51866866729162);14;4
107;vehicle.car; (1.0890327324073, 0.6891037260572132, 55.76278485156178) ;(2.021, 4.977, 1.697); (0.5187071242005006, 0.4895186499408226, -0.5015761724621887, 0.48962817921555696);18;4
108;vehicle.car; (-2.044275072366593, 0.5168721417890122, 68.78311438228472) ;(2.276, 5.223, 2.129); (0.5092849323408561, 0.4799976627375864, -0.5110519976965886, 0.4990560660961355);17;4
108;vehicle.truck; (20.31219337302038, -2.1019383605895907, 90.88987988629383) ;(3.1, 7.754, 3.312); (0.026752317863922903, -0.002763140976071665, -0.7011164422798584, 0.7125394114753854);15;4
108;vehicle.car; (-9.58662425755549, 1.061042190686684, 31.53421615569922) ;(1.944, 5.363, 1.968); (0.48469199810831193, 0.49749820245244997, 0.4940318199668931, -0.5229739633925888);13;4
108;vehicle.car; (-9.60965777201998, 1.392952205495135, 77.12797717759402) ;(1.916, 4.889, 1.596); (0.43233573922615826, 0.4478569678620107, 0.539440485058978, -0.5670219643052216);19;4
108;vehicle.car; (-9.614865272837752, 1.2723917513881828, 13.993346236902598) ;(1.909, 4.343, 1.436); (0.4892372933784739, 0.5017904454595875, 0.4896715730249084, -0.5187243682192746);14;4
108;vehicle.car; (1.1103522066888702, 0.6405318277068524, 55.3759094997371) ;(2.021, 4.977, 1.697); (0.5187627912283524, 0.48971098204589697, -0.5017519851947403, 0.48919655135103896);18;4
109;vehicle.car; (-2.1181207357790894, 0.48943093473223637, 67.99613439394027) ;(2.276, 5.223, 2.129); (0.5089527371876007, 0.47962868850683543, -0.5115753259001721, 0.49921349981805885);17;4
109;vehicle.truck; (19.954375225418953, -2.121474907439338, 90.12993457240128) ;(3.1, 7.754, 3.312); (0.02664148646667397, -0.003155971128528723, -0.7012439181589314, 0.7124164781152889);15;4
109;vehicle.car; (-9.627093328317809, 1.067229454180646, 29.430328721213783) ;(1.944, 5.363, 1.968); (0.4846835142959141, 0.49786619784730257, 0.4938443499218401, -0.5228086629553);13;4
109;vehicle.car; (-9.682010026167243, 1.3583119368533882, 76.33882393381087) ;(1.916, 4.889, 1.596); (0.4323431378163537, 0.4482412372866067, 0.5392891488843681, -0.5668566117409722);19;4
109;vehicle.car; (-9.69084426416845, 1.2426003297045434, 11.87234419943016) ;(1.909, 4.343, 1.436); (0.48922736738897976, 0.5021567908783001, 0.48948089879326384, -0.51855914811041);14;4
109;vehicle.car; (1.0513617234368777, 0.6183763317025539, 54.609764360771) ;(2.021, 4.977, 1.697); (0.5185975703404119, 0.48952033658754357, -0.5021183455878426, 0.4891866383379329);18;4
110;vehicle.car; (-2.166996866303153, 0.47158545325236484, 67.23687490833514) ;(2.276, 5.223, 2.129); (0.5087506986261385, 0.4792867791117456, -0.5120059064204227, 0.49930638069897154);17;4
110;vehicle.truck; (19.628320389334135, -2.13019027626053, 89.39074531750408) ;(3.1, 7.754, 3.312); (0.02666950320810907, -0.0034653319029568364, -0.7013229329741842, 0.7123362076701725);15;4
110;vehicle.car; (-9.653248799816, 1.079535333502315, 27.356500963547273) ;(1.944, 5.363, 1.968); (0.48460696014403104, 0.4981408933240546, 0.4936815929716469, -0.5227716799323123);13;4
110;vehicle.car; (-9.726690660024424, 1.3348893628536487, 75.57967956037602) ;(1.916, 4.889, 1.596); (0.43227048077026875, 0.44853026768224336, 0.5391534696295711, -0.5668124615901904);19;4
110;vehicle.car; (1.0130947260404393, 0.6038945057581036, 53.87033281194367) ;(2.021, 4.977, 1.697); (0.5185612507405923, 0.4893552101574779, -0.5023916232705721, 0.4891097672196321);18;4
111;vehicle.car; (-2.2088005245173403, 0.46996143025768006, 66.85766541243945) ;(2.276, 5.223, 2.129); (0.5085683793291306, 0.4790777608967273, -0.5122081689930024, 0.49948522918856747);17;4
111;vehicle.truck; (19.44321235134053, -2.1206281356487513, 89.02686157879816) ;(3.1, 7.754, 3.312); (0.0265334580357785, -0.0036387079053781246, -0.7013269345845525, 0.7123364838583502);15;4
111;vehicle.car; (-9.673877126173052, 1.0873393186271694, 26.318192981758262) ;(1.944, 5.363, 1.968); (0.48470339661998907, 0.4982663715272983, 0.493561883023807, -0.5226757196733551);13;4
111;vehicle.car; (-9.76852211404513, 1.329954804864483, 75.19865850488304) ;(1.916, 4.889, 1.596); (0.4323756706550533, 0.4486666418987652, 0.5390463373553994, -0.5667261861398387);19;4
111;vehicle.car; (0.9797032536124839, 0.603089701169281, 53.50177420971286) ;(2.021, 4.977, 1.697); (0.5184644600875215, 0.48923441955081715, -0.5025160615301374, 0.4892053702251939);18;4
112;vehicle.car; (-2.234041032270656, 0.45392881421643827, 66.11220956717975) ;(2.276, 5.223, 2.129); (0.508315969561698, 0.4789652128756507, -0.5123990500026961, 0.49965429398722205);17;4
112;vehicle.truck; (19.15004388520891, -2.1137363156819684, 88.29373502625262) ;(3.1, 7.754, 3.312); (0.026472481832920336, -0.0036166693863428634, -0.7013896073447572, 0.7122771554085698);15;4
112;vehicle.car; (-9.689417532509381, 1.096205867850713, 24.26077602745631) ;(1.944, 5.363, 1.968); (0.48470459961762763, 0.49829507761293707, 0.49362179572563425, -0.5225906519646458);13;4
112;vehicle.car; (-9.787176904587982, 1.304159166246883, 74.45592268705887) ;(1.916, 4.889, 1.596); (0.4323850214928857, 0.4486894734492878, 0.5391087255874121, -0.5666416253681996);19;4
112;vehicle.car; (0.9603209185590964, 0.5918179157313624, 52.77504141656813) ;(2.021, 4.977, 1.697); (0.5183793851563665, 0.48929408176204087, -0.5025452846672863, 0.48920583751241725);18;4
113;vehicle.car; (-2.2829913064248735, 0.477818403983323, 65.34688726261206) ;(2.276, 5.223, 2.129); (0.5082777602966457, 0.4783369104014791, -0.5128224278703334, 0.4998606565919847);17;4
113;vehicle.truck; (18.726479151670127, -2.066093716746145, 87.55305908921112) ;(3.1, 7.754, 3.312); (0.02662845238610234, -0.00404379381046821, -0.7012679160712219, 0.7123888566957413);15;4
113;vehicle.car; (-9.711011297959935, 1.1363755986132025, 21.703593030545257) ;(1.944, 5.363, 1.968); (0.48467321228508264, 0.4985112241581308, 0.49323382058372456, -0.5227799105876235);13;4
113;vehicle.car; (-9.828854698869957, 1.3269840446688066, 73.69152172897647) ;(1.916, 4.889, 1.596); (0.4323356390262533, 0.4489418106680993, 0.538743253334373, -0.5668270043395124);19;4
113;vehicle.car; (0.9235290109803584, 0.6112496156794475, 52.03614676608772) ;(2.021, 4.977, 1.697); (0.5185689081396955, 0.48890425189329245, -0.5027580679212577, 0.4891760880619049);18;4
114;vehicle.car; (-2.2445839876964135, 0.4719867621969194, 64.9609017214452) ;(2.276, 5.223, 2.129); (0.5084466142170291, 0.47845457682467113, -0.512705295861436, 0.4996964458572844);17;4
114;vehicle.truck; (18.74277302960735, -2.0710418409990017, 87.15476758938577) ;(3.1, 7.754, 3.312); (0.026896541495632365, -0.003845753073115188, -0.7012636541787536, 0.7123840772832701);15;4
114;vehicle.car; (-9.702194699850642, 1.130208930793816, 21.155628041420314) ;(1.944, 5.363, 1.968); (0.4844801822572464, 0.49836811362788447, 0.4933707792399362, -0.5229660127686577);13;4
114;vehicle.car; (-9.809334836551312, 1.3256399806831123, 73.19421391278144) ;(1.916, 4.889, 1.596); (0.4330689607857401, 0.44968268351328217, 0.5381180043792728, -0.5662735846877561);19;4
114;vehicle.car; (0.9538453378035524, 0.6055469610578994, 51.65058581669358) ;(2.021, 4.977, 1.697); (0.5187566726849242, 0.4890424430476559, -0.5026161471608509, 0.48898467466376566);18;4
115;vehicle.car; (-2.3008722644123916, 0.46713402837854046, 64.18578761041884) ;(2.276, 5.223, 2.129); (0.5081428853046773, 0.47816164275888845, -0.5129897102853239, 0.4999938086114048);17;4
115;vehicle.truck; (18.40760211651539, -2.0506720691511084, 86.40164187570431) ;(3.1, 7.754, 3.312); (0.026710732242721913, -0.004018557226242447, -0.7012708825142527, 0.7123829990381285);15;4
115;vehicle.car; (-9.742471926064864, 1.1127940032417927, 19.151598832203085) ;(1.944, 5.363, 1.968); (0.48461086560687777, 0.4984954679162226, 0.4932537561250658, -0.522833921500177);13;4
115;vehicle.car; (-10.049032516081661, 1.348580924283695, 71.56140843293663) ;(1.916, 4.889, 1.596); (0.44009795241498945, 0.4563618001874523, 0.5324762030308652, -0.5608179676291);19;4
115;vehicle.car; (0.9091329093187768, 0.6028794958747722, 50.89567827009079) ;(2.021, 4.977, 1.697); (0.5186234562065188, 0.48892432294910987, -0.5027424846710827, 0.48911421080142997);18;4
116;vehicle.car; (-2.359627638514678, 0.42536610041806083, 63.40704595894223) ;(2.276, 5.223, 2.129); (0.507742791109662, 0.4779503643079838, -0.5134777333177862, 0.5001013144562444);17;4
116;vehicle.truck; (18.06848143236378, -2.0842184204691776, 85.64404628726766) ;(3.1, 7.754, 3.312); (0.02658498861862363, -0.00427155650835398, -0.7014824924118221, 0.7121778605270181);15;4
116;vehicle.car; (-9.781867650073467, 1.086543500267148, 17.144002597722544) ;(1.944, 5.363, 1.968); (0.48455482907943587, 0.49882400921065223, 0.49322463562794305, -0.5225999275358655);13;4
116;vehicle.car; (-10.290419682295411, 1.3325044788256875, 69.92497516406215) ;(1.916, 4.889, 1.596); (0.44687911110885814, 0.4631647212485368, 0.5268532759185153, -0.5551604513104748);19;4
116;vehicle.car; (0.862527756372249, 0.5702419106146102, 50.13736976279663) ;(2.021, 4.977, 1.697); (0.5183899555961404, 0.4888923623162696, -0.5030707618458097, 0.4890561527899682);18;4
117;vehicle.car; (-2.3776946030857564, 0.41836956833169514, 63.030469336592994) ;(2.276, 5.223, 2.129); (0.5076363016420914, 0.47784057429174615, -0.5136213764719036, 0.5001668246163278);17;4
117;vehicle.truck; (17.914315401370715, -2.0822831725321573, 85.27474725243226) ;(3.1, 7.754, 3.312); (0.026582108188508535, -0.004332206626664725, -0.701512483705103, 0.712148059546535);15;4
117;vehicle.car; (-9.798315956489972, 1.078098971699804, 16.15421992183957) ;(1.944, 5.363, 1.968); (0.48453580366257964, 0.4988881120095583, 0.4932029850922407, -0.5225768098190913);13;4
117;vehicle.car; (-10.398343137257491, 1.3399209679838457, 69.12076507202515) ;(1.916, 4.889, 1.596); (0.4502455405024146, 0.46644074245971706, 0.5239957696222234, -0.5523951669315446);19;4
117;vehicle.car; (0.8481056365619524, 0.5651014768495468, 49.770395796945586) ;(2.021, 4.977, 1.697); (0.518367003275624, 0.4888701582292634, -0.5031346750138114, 0.48903692816257727);18;4
118;vehicle.car; (-2.3907828717830766, 0.42553218029021583, 62.287048384637146) ;(2.276, 5.223, 2.129); (0.5075378896595457, 0.47764850420814775, -0.5137144053974262, 0.5003545809471754);17;4
118;vehicle.truck; (17.635834119051758, -2.046616133887874, 84.5408685829405) ;(3.1, 7.754, 3.312); (0.026620855147137468, -0.004300299725589762, -0.7014499920217993, 0.7122083586887504);15;4
118;vehicle.car; (-9.821795079079617, 1.06542820954375, 14.186307935953156) ;(1.944, 5.363, 1.968); (0.4845510121860104, 0.4988213717621796, 0.49318132867983705, -0.5226468527642748);13;4
118;vehicle.car; (-10.58954071155905, 1.3766254938541447, 67.52408017712575) ;(1.916, 4.889, 1.596); (0.45697414789144153, 0.4727439657639433, 0.5182313447861792, -0.5469223384300368);19;4
118;vehicle.car; (0.8384627892917903, 0.5720527934931205, 49.04520163365006) ;(2.021, 4.977, 1.697); (0.5184369120782869, 0.48884907979626213, -0.5030677499775351, 0.48905274184858555);18;4
119;vehicle.car; (-2.3381096120528877, 0.41967912059531687, 61.56198255830946) ;(2.276, 5.223, 2.129); (0.5074508630887348, 0.47783933155676966, -0.5135394303965528, 0.5004402543719495);17;4
119;vehicle.truck; (17.349858956304637, -2.009523364162754, 83.80909308842998) ;(3.1, 7.754, 3.312); (0.026824506386456115, -0.003720593142564066, -0.7014551521952803, 0.7121988995375423);15;4
119;vehicle.car; (-9.83228463368704, 1.0421812119535836, 11.800588798775662) ;(1.944, 5.363, 1.968); (0.4844002592855872, 0.49841492208009874, 0.49359471107632985, -0.5227841002262973);13;4
119;vehicle.car; (-10.776354843750301, 1.4048790987295832, 65.64515196611309) ;(1.916, 4.889, 1.596); (0.4658602737537191, 0.4808850941847071, 0.5106884564444373, -0.5393709595292218);19;4
119;vehicle.car; (0.8829350451647289, 0.5714366090808912, 48.34187597852351) ;(2.021, 4.977, 1.697); (0.5185754581188682, 0.4892659617107679, -0.5026648904248969, 0.4889031815013779);18;4
120;vehicle.car; (-2.339489217544796, 0.3975669974512762, 61.20234412183236) ;(2.276, 5.223, 2.129); (0.5073196192723404, 0.47797092358483373, -0.5135471916712255, 0.5004396887092661);17;4
120;vehicle.truck; (17.346619570632495, -2.0305688511027378, 83.44771148931427) ;(3.1, 7.754, 3.312); (0.026762214124466888, -0.0035976095406959896, -0.7015511236335767, 0.7121073388395992);15;4
120;vehicle.car; (-9.839269732323057, 1.0285020910730691, 11.261986569173844) ;(1.944, 5.363, 1.968); (0.48437961179627104, 0.4983957526918849, 0.4937495271538302, -0.5226753005548983);13;4
120;vehicle.car; (-10.784145747521809, 1.3812383806708828, 65.16892213405892) ;(1.916, 4.889, 1.596); (0.4667504212189584, 0.48171966476516975, 0.5100324366591539, -0.5384766684137618);19;4
120;vehicle.car; (0.8810988587986721, 0.5540262156277598, 47.98457441964109) ;(2.021, 4.977, 1.697); (0.5184668410754534, 0.48942093777582013, -0.5026470606027436, 0.48888159388475666);18;4
121;vehicle.car; (-2.3694495226444423, 0.3571209748740383, 60.4932690398629) ;(2.276, 5.223, 2.129); (0.5068465788205324, 0.47802150847385577, -0.5137873311854592, 0.500624171697318);17;4
121;vehicle.truck; (17.282420997209606, -2.059879863908478, 82.74469958571373) ;(3.1, 7.754, 3.312); (0.026530232638699136, -0.0034896632845113906, -0.7017619300734815, 0.7119088161456074);15;4
121;vehicle.car; (-10.862293861764238, 1.3476579376610052, 63.6053796232598) ;(1.916, 4.889, 1.596); (0.4733260320965073, 0.4879842648399631, 0.5043345531677341, -0.5324288526080081);19;4
121;vehicle.car; (0.8583352624799784, 0.5248855287550255, 47.29476983503723) ;(2.021, 4.977, 1.697); (0.5181622448192932, 0.48964572575881404, -0.5027216401712, 0.4889027549457403);18;4
122;vehicle.car; (-2.4004414249021884, 0.31925787756932666, 59.79244454917562) ;(2.276, 5.223, 2.129); (0.5063861053495643, 0.47806103387595383, -0.5140253355842472, 0.5008080616122876);17;4
122;vehicle.truck; (17.217225717307606, -2.0865208665509605, 82.04991151468045) ;(3.1, 7.754, 3.312); (0.026307687858460604, -0.003388176165464385, -0.7019636158628989, 0.7117186999275056);15;4
